air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure
290.96,299.97,1352.03,32.73,237.14,0
299.14,312.77,1507.59,32.91,106.63,0
292.2,302.69,1403.01,45.84,178.9,0
304.84,314.3,1453.35,53.62,0.43,0
307.58,319.02,1638.28,36.6,198.29,1
296.02,308.03,1563.79,42.08,120.51,0
301.51,310.37,1635.6,41.32,230.9,1
296.37,306.81,1539.65,46.0,130.22,1
296.86,308.71,1547.54,53.31,197.2,1
303.87,311.55,1286.26,49.13,157.37,1
299.81,309.83,1461.9,38.57,130.13,1
308.7,316.47,1473.01,43.17,237.06,1
297.59,305.62,1646.84,43.77,123.9,1
305.0,313.87,1439.25,39.88,223.1,1
300.49,311.44,1531.78,33.42,9.02,0
303.98,313.33,1527.09,35.21,164.35,1
297.76,306.47,1638.92,46.89,227.92,1
299.75,309.86,1483.95,47.51,224.82,1
299.42,307.13,1599.33,38.75,121.26,1
295.82,306.68,1295.42,41.57,118.02,0
303.31,315.57,1306.32,47.18,202.63,1
303.25,313.09,1226.0,29.77,83.75,0
302.97,312.56,1594.32,37.32,234.29,1
307.68,318.43,1580.84,52.11,62.67,1
307.25,313.19,1607.62,41.8,18.6,0
298.13,309.2,1418.72,33.22,192.98,0
301.87,318.07,1432.37,40.7,101.18,1
296.88,306.64,1485.47,46.13,88.94,1
300.12,309.88,1673.24,24.72,80.23,0
297.0,308.49,1703.26,41.06,245.11,1
308.1,321.39,1595.26,37.77,142.92,1
301.82,313.77,1539.72,30.15,247.98,1
298.91,304.6,1660.25,40.49,85.9,0
305.97,317.09,1469.3,39.18,103.49,0
289.15,304.29,1453.09,39.86,52.94,0
289.93,301.17,1484.52,37.91,107.59,0
303.98,311.67,1382.55,33.87,15.5,0
300.3,310.87,1479.0,31.27,0.14,0
301.25,308.69,1365.91,35.86,113.27,0
293.37,305.83,1623.0,45.16,186.51,1
299.88,307.97,1565.24,41.4,109.27,1
310.02,320.17,1671.55,39.58,129.5,1
304.12,312.41,1304.49,33.76,111.4,0
300.85,309.76,1728.2,37.76,131.7,1
297.8,310.78,1311.3,44.42,193.9,1
298.03,308.23,1356.2,43.03,200.95,1
289.35,298.24,1425.5,37.14,209.51,0
301.29,309.0,1656.93,24.33,53.11,0
304.23,310.48,1527.07,35.95,114.46,0
292.12,299.62,1470.74,37.1,207.75,1
296.69,306.92,1404.88,34.56,235.47,0
294.21,306.17,1334.89,37.52,135.75,0
295.17,304.05,1635.92,44.9,123.25,1
300.27,313.41,1595.84,39.78,191.15,1
289.58,298.14,1662.29,45.94,247.92,1
303.07,312.6,1547.62,30.95,106.48,0
303.77,311.61,1182.95,38.17,41.27,0
298.74,310.73,1350.65,28.37,208.58,0
287.6,301.79,1555.78,37.44,177.61,1
295.02,301.49,1455.63,33.73,36.27,0
306.16,315.47,1432.94,47.69,80.88,1
286.11,298.64,1367.61,42.46,138.31,0
298.26,305.37,1613.71,46.09,182.87,1
294.1,305.23,1554.74,37.42,195.16,0
304.02,316.47,1560.14,33.88,38.93,0
296.62,306.78,1423.97,33.69,54.19,0
302.02,313.12,1521.15,41.59,186.03,1
302.83,316.35,1339.47,50.86,29.03,0
309.18,323.08,1484.42,42.47,124.54,1
298.99,308.86,1196.65,37.75,136.5,0
301.88,310.82,1311.83,38.87,84.84,0
292.57,300.73,1461.32,39.81,199.08,0
305.95,317.91,1785.01,52.16,13.85,1
296.2,303.45,1283.91,47.4,194.36,0
297.2,306.69,1350.77,41.56,161.51,0
299.89,310.09,1526.01,40.66,126.8,0
292.19,301.18,1712.33,41.8,218.09,1
301.14,311.7,1524.26,42.97,50.56,0
304.84,319.97,1584.26,37.52,200.19,1
301.46,311.22,1459.49,34.94,46.94,0
292.06,301.18,1438.73,46.19,247.61,1
299.38,311.41,1509.86,40.13,8.19,0
303.71,314.19,1421.01,45.69,138.3,1
290.61,303.49,1586.91,49.88,42.0,0
294.63,304.96,1307.25,43.12,101.99,0
304.38,313.89,1606.8,42.15,36.99,0
301.35,307.78,1504.72,59.2,48.46,1
302.06,308.82,1474.23,41.24,15.25,0
309.3,315.63,1302.84,33.46,2.0,0
302.34,313.1,1382.43,38.31,179.83,0
303.29,310.56,1643.84,49.31,113.37,1
313.55,326.06,1474.97,32.23,11.4,0
298.93,308.99,1533.41,35.49,234.74,1
296.01,305.52,1394.46,46.64,166.4,0
302.14,310.45,1496.51,38.37,66.07,0
302.19,313.44,1335.34,39.34,109.67,0
297.37,305.76,1511.99,46.44,122.32,0
294.84,302.87,1544.48,35.7,142.48,0
311.55,323.93,1538.47,31.19,214.36,1
301.63,312.34,1391.57,31.67,147.48,0
296.34,305.87,1458.95,43.49,244.68,1
304.58,315.86,1564.46,41.55,181.7,1
299.45,309.47,1474.63,35.84,247.13,1
298.74,309.5,1465.52,33.05,137.69,0
302.81,311.18,1728.42,38.38,169.61,1
293.54,307.68,1385.88,46.7,184.47,0
301.76,310.6,1629.65,34.99,188.69,1
309.56,322.68,1361.44,36.02,6.11,0
302.33,311.95,1578.57,32.86,31.87,1
298.12,309.73,1584.98,37.8,56.93,0
297.46,308.93,1438.76,42.03,67.87,0
297.95,310.24,1353.9,52.69,226.34,1
298.73,307.05,1263.55,41.31,180.65,0
298.11,310.26,1426.19,39.68,35.82,0
304.58,318.27,1563.15,45.18,106.59,1
291.33,300.82,1370.68,44.18,60.78,0
304.31,314.38,1511.63,36.53,207.47,1
298.1,307.05,1322.83,53.81,229.45,1
301.88,311.19,1471.93,39.85,41.07,0
294.37,307.79,1362.35,41.42,104.14,0
306.64,314.63,1490.64,43.31,238.21,1
306.23,314.34,1439.87,42.08,164.27,0
304.8,318.02,1357.16,49.15,217.02,1
292.43,303.68,1420.94,36.46,89.42,0
304.15,318.39,1387.9,44.7,52.43,0
302.02,311.12,1342.33,40.99,172.83,0
291.97,302.23,1629.93,45.9,34.36,0
299.88,308.56,1456.78,38.71,209.98,1
301.82,312.11,1235.73,37.9,188.71,1
302.78,309.23,1425.21,44.39,76.23,0
300.89,312.26,1609.77,42.15,124.68,1
301.46,312.1,1408.64,35.08,199.8,1
307.37,317.25,1679.73,48.07,233.73,1
306.13,315.35,1397.2,44.4,88.04,0
285.66,293.88,1560.41,39.55,197.5,0
298.41,309.87,1624.4,37.19,48.62,0
299.18,306.83,1554.02,42.18,225.89,1
291.24,302.26,1335.06,43.96,171.56,0
300.47,314.62,1386.9,30.44,38.18,0
306.24,319.21,1640.41,42.25,184.96,1
294.57,301.56,1403.45,43.92,181.01,0
301.68,310.61,1617.08,25.89,185.57,0
295.42,306.26,1448.37,41.18,86.22,0
296.64,306.5,1516.97,44.17,184.95,1
307.39,314.59,1333.67,43.49,206.64,1
297.29,308.06,1427.01,44.81,86.78,0
302.31,312.29,1394.96,38.03,51.99,0
290.64,304.47,1527.07,33.76,221.97,1
309.31,318.81,1511.18,29.2,155.17,1
303.01,315.35,1555.52,46.55,115.1,1
299.09,306.55,1441.14,44.22,219.94,1
302.88,310.82,1388.37,47.01,34.0,0
292.95,304.39,1521.93,35.65,202.65,1
305.91,318.08,1376.45,44.82,122.71,1
298.38,306.47,1629.41,30.98,10.63,0
298.98,309.03,1486.26,34.78,243.15,1
297.54,304.78,1460.86,40.76,194.52,1
297.1,306.73,1555.46,43.98,53.69,0
303.47,315.15,1490.84,50.07,230.92,1
301.28,310.41,1301.03,38.56,233.84,1
303.26,312.76,1372.63,34.81,200.12,1
299.96,307.7,1626.93,34.5,31.79,0
302.57,311.27,1510.07,35.87,46.6,0
297.91,311.42,1298.21,53.33,188.51,1
311.15,321.29,1542.25,44.54,228.45,1
292.16,300.16,1432.89,46.68,53.75,0
306.3,315.68,1395.06,38.57,115.21,0
306.84,313.64,1362.62,39.99,38.7,0
295.74,303.71,1619.99,44.2,119.5,0
311.15,323.87,1264.14,36.97,160.63,1
304.98,314.69,1399.5,38.25,4.64,0
304.86,318.64,1514.42,35.95,160.73,1
300.14,309.95,1689.4,37.32,159.94,1
298.91,308.84,1566.46,40.29,113.75,1
298.95,310.23,1398.48,35.07,223.85,1
301.95,306.61,1683.52,41.72,33.7,0
307.01,317.42,1337.39,41.71,12.83,0
300.91,310.81,1531.84,38.92,123.96,1
295.44,308.41,1558.53,35.04,133.26,0
304.12,316.05,1394.27,40.63,66.67,0
304.61,312.34,1583.71,36.97,240.41,1
303.27,315.76,1438.33,40.28,63.43,0
303.73,313.2,1583.42,46.59,67.54,1
298.65,306.84,1279.25,32.48,202.75,0
295.36,305.75,1540.2,53.04,230.71,1
295.66,305.25,1450.55,39.56,134.03,0
291.82,304.9,1637.96,42.47,4.76,0
301.18,311.87,1494.72,35.48,88.86,0
299.58,309.99,1649.91,46.85,55.98,1
297.8,309.6,1560.91,39.25,127.75,0
285.22,297.41,1484.7,37.64,170.64,0
293.76,305.33,1594.52,36.55,98.11,0
305.6,318.44,1595.29,38.39,134.34,1
296.68,307.89,1556.63,42.51,189.97,1
301.8,312.14,1224.92,41.04,61.54,0
293.05,305.52,1382.09,39.76,48.99,0
307.19,317.01,1666.09,35.73,201.41,1
299.28,309.35,1349.29,35.38,9.26,0
301.45,314.89,1605.9,37.23,37.65,0
311.63,324.87,1584.77,42.76,3.09,1
307.58,317.57,1412.91,43.97,138.85,1
298.47,307.56,1260.57,44.78,150.02,1
297.03,309.96,1431.73,39.99,132.76,0
298.37,309.97,1749.36,42.3,103.57,1
302.55,313.18,1396.41,38.99,132.26,0
299.47,308.83,1404.69,29.55,48.48,0
298.02,308.69,1380.29,38.7,206.56,1
307.34,317.29,1645.77,37.75,245.19,1
299.43,308.1,1470.85,33.77,135.16,0
311.5,321.76,1424.89,36.6,93.59,0
300.45,310.98,1669.62,40.81,197.95,1
308.93,318.18,1569.54,33.2,48.27,0
301.79,313.59,1389.69,35.74,80.19,0
304.81,317.39,1353.17,49.29,235.0,0
296.38,308.32,1638.98,30.38,46.57,0
295.73,305.18,1502.01,38.9,28.03,0
302.3,313.81,1314.11,33.0,136.59,0
304.94,315.1,1286.03,35.49,146.85,1
300.2,307.73,1366.08,38.81,149.29,1
293.57,304.91,1351.26,34.07,41.12,0
293.2,303.49,1254.47,43.44,180.29,0
292.86,308.05,1368.06,48.11,60.57,0
291.16,304.08,1389.71,45.05,237.03,1
300.55,311.97,1444.48,46.15,56.99,0
305.63,316.12,1703.15,31.72,4.33,0
299.93,310.26,1467.98,38.54,141.96,1
288.7,296.69,1479.89,42.8,50.71,0
299.05,305.57,1561.11,45.23,157.14,1
299.19,307.44,1471.52,50.52,57.3,0
310.48,320.38,1548.02,46.41,107.02,1
292.71,298.5,1533.67,45.38,44.88,0
298.05,306.96,1514.71,55.8,107.2,1
308.53,318.03,1831.98,40.58,34.13,1
302.25,311.82,1609.34,38.27,84.49,0
302.82,311.49,1370.19,41.06,49.73,0
300.57,309.89,1544.43,34.51,204.03,1
301.65,315.1,1404.99,40.41,182.34,0
303.89,315.21,1553.55,29.64,41.7,0
295.95,304.83,1334.98,36.82,20.73,0
304.39,314.25,1367.07,39.31,6.44,0
293.13,303.08,1541.27,45.7,56.67,0
301.64,310.11,1619.72,46.67,120.04,1
300.89,309.36,1560.32,34.22,99.97,0
296.92,308.94,1602.49,52.46,242.87,1
299.89,309.05,1544.86,40.89,198.06,1
296.89,304.7,1520.7,41.44,19.55,0
294.64,304.56,1439.56,30.29,39.73,0
298.23,308.47,1597.56,36.28,6.65,0
294.48,300.53,1622.99,46.3,34.56,0
301.61,311.53,1492.43,41.02,132.35,1
294.25,305.99,1485.97,40.65,19.18,0
303.56,314.46,1690.97,41.36,14.97,1
294.09,308.55,1497.55,31.34,29.54,0
297.17,309.67,1509.08,39.42,167.35,1
296.88,309.77,1558.11,48.45,4.84,0
306.63,322.23,1488.26,46.52,242.41,1
301.65,313.17,1401.56,39.25,95.2,0
298.94,309.27,1545.36,49.38,84.15,1
302.49,314.44,1495.35,32.45,118.7,0
289.46,298.35,1721.07,34.17,129.47,1
299.78,310.0,1594.61,51.18,105.0,1
309.99,318.69,1428.54,43.47,121.58,1
300.66,311.46,1587.49,38.27,84.93,0
300.34,309.04,1536.94,39.67,80.5,0
302.74,311.37,1657.13,35.16,6.83,0
304.48,315.3,1437.07,41.66,167.95,1
290.01,299.74,1522.64,41.18,154.32,1
291.59,297.73,1488.11,40.12,167.21,0
301.05,308.14,1507.02,33.04,235.26,1
296.43,304.13,1393.78,41.59,118.27,0
306.56,314.79,1569.11,36.82,220.44,1
298.42,309.25,1550.16,34.08,110.99,0
290.33,300.77,1654.23,47.6,119.4,1
293.66,305.79,1498.8,53.02,158.24,1
286.25,297.76,1450.58,51.66,53.98,0
298.83,310.97,1594.72,43.9,54.34,0
299.06,310.27,1404.7,38.41,127.46,0
297.88,308.3,1630.2,39.58,17.15,0
305.39,317.59,1629.94,42.43,59.16,0
305.99,317.83,1650.87,37.48,198.35,1
299.15,309.9,1545.19,47.91,115.93,1
289.33,301.87,1441.62,27.79,6.66,0
303.09,308.39,1513.1,38.23,15.19,0
302.78,312.2,1545.61,44.81,229.88,1
301.55,310.94,1432.78,34.93,239.18,0
304.91,317.21,1659.97,38.56,160.28,1
294.18,307.32,1569.61,43.56,46.24,0
310.04,317.14,1392.93,49.11,92.02,0
295.2,308.03,1725.94,32.24,76.37,0
303.75,311.4,1511.69,31.79,196.29,1
291.56,299.28,1368.71,34.32,134.27,0
295.35,304.88,1400.37,30.77,194.91,0
307.58,316.95,1678.53,31.2,90.13,0
298.7,305.58,1719.0,34.16,217.38,1
304.2,315.5,1621.14,47.4,107.29,1
301.18,312.54,1658.32,38.13,104.34,0
299.48,311.58,1645.99,40.19,122.27,1
306.82,315.95,1566.83,34.27,147.95,1
298.82,308.74,1539.49,43.8,223.53,1
291.1,301.04,1564.78,51.25,114.44,1
295.98,309.36,1588.32,34.67,232.53,1
302.76,307.09,1411.01,50.35,98.42,0
301.98,310.06,1587.84,42.19,81.14,0
292.16,302.18,1675.03,40.1,73.76,0
296.38,304.21,1475.24,42.4,5.29,0
297.09,306.57,1462.41,42.34,212.29,1
298.17,307.92,1557.19,51.14,19.81,1
293.12,301.81,1422.04,43.12,83.58,0
296.86,306.99,1341.98,43.25,62.61,0
296.36,307.61,1637.73,37.47,186.11,1
303.86,313.39,1445.89,45.03,233.15,1
304.05,313.14,1502.21,34.26,204.18,1
299.27,308.94,1426.78,40.65,80.0,1
298.04,308.02,1653.21,57.3,113.94,1
300.7,307.22,1602.38,24.97,61.76,0
295.92,306.84,1471.11,41.4,231.0,1
294.27,303.36,1358.41,41.63,29.69,0
295.3,307.82,1458.37,38.63,237.99,1
296.83,308.01,1568.42,38.77,203.41,1
294.18,306.52,1522.64,40.55,177.89,1
300.81,308.79,1513.09,38.49,193.5,1
303.65,312.91,1525.4,41.33,84.84,0
292.06,299.58,1591.06,37.07,73.97,0
300.13,308.72,1494.98,52.13,95.36,0
298.9,311.4,1554.0,38.49,45.4,0
301.71,314.68,1381.57,43.42,186.59,0
299.94,307.64,1806.46,35.99,118.76,1
292.73,301.82,1465.94,45.6,221.45,0
293.69,303.54,1524.43,44.4,219.6,1
300.15,311.32,1567.98,42.52,38.96,0
305.14,311.62,1450.71,33.84,54.7,0
288.93,295.72,1500.94,35.49,102.66,0
301.73,312.71,1499.48,50.12,29.7,0
305.95,312.05,1390.32,35.42,172.36,0
299.23,308.34,1552.63,43.85,184.4,1
302.75,313.08,1302.09,34.33,180.34,0
296.48,307.32,1710.33,46.05,117.55,1
299.4,309.12,1595.16,35.88,210.8,0
291.9,301.16,1576.69,34.22,151.46,0
288.28,299.97,1291.6,35.73,248.4,0
304.71,315.28,1404.9,36.68,203.86,0
295.08,303.78,1666.72,42.43,180.56,1
297.72,307.8,1998.15,40.42,30.83,1
293.07,303.83,1643.36,33.43,208.15,1
292.95,306.39,1624.43,39.83,76.39,0
299.13,310.7,1563.0,33.14,104.73,0
296.35,308.78,1398.3,43.86,115.69,0
301.89,310.67,1619.42,44.96,82.83,1
302.26,311.21,1367.86,39.86,27.11,0
301.6,311.13,1354.73,41.63,49.84,0
301.19,310.91,1347.18,50.51,200.87,1
307.89,315.87,1617.09,39.05,163.07,1
294.66,307.19,1493.11,34.33,235.71,0
299.73,311.49,1512.1,43.48,205.27,1
305.66,315.05,1498.15,33.2,100.56,0
306.32,317.61,1364.91,38.74,196.55,0
292.89,303.34,1419.51,36.41,144.11,0
298.44,309.88,1425.55,35.79,71.58,0
306.79,314.1,1331.37,38.5,243.77,1
302.54,312.25,1439.49,45.4,232.12,1
300.98,310.86,1370.24,46.63,28.05,0
298.91,310.16,1569.32,45.56,209.86,1
298.08,306.82,1579.32,42.02,19.42,0
301.44,306.44,1344.76,38.45,232.2,1
298.74,306.57,1464.4,25.85,156.04,0
299.79,309.67,1722.73,42.21,41.65,0
300.39,310.52,1382.31,26.32,204.32,1
296.61,309.98,1551.2,28.46,128.95,0
302.66,313.83,1512.66,39.03,14.89,0
314.57,324.73,1631.15,41.59,199.61,1
291.12,301.05,1535.46,37.29,197.08,0
301.62,313.83,1448.24,49.21,120.51,0
296.2,305.02,1508.01,42.77,182.78,1
302.89,312.61,1509.76,38.5,10.04,0
300.23,308.05,1489.0,48.32,79.53,0
303.81,316.65,1341.71,49.39,168.31,1
305.88,316.66,1649.17,43.08,57.65,1
300.96,309.55,1627.97,35.35,112.6,1
305.66,315.43,1374.7,36.7,232.99,1
288.28,299.3,1463.91,31.32,206.69,1
307.95,317.45,1472.99,39.75,139.5,1
301.88,310.81,1361.22,33.7,144.18,1
305.39,314.08,1275.98,38.03,221.75,0
293.9,304.58,1419.53,41.56,215.76,0
295.85,305.13,1457.23,28.1,22.07,0
300.73,309.82,1327.05,32.42,116.39,0
299.91,307.24,1521.24,36.96,47.71,0
301.42,311.57,1639.54,39.68,20.8,0
305.42,315.06,1601.05,37.04,73.1,1
291.17,300.53,1484.8,38.38,152.66,0
304.87,315.27,1279.15,35.76,198.59,1
300.04,311.54,1585.88,31.3,228.12,1
298.98,310.38,1517.57,36.79,105.74,0
292.64,303.75,1550.92,38.72,105.58,0
302.52,312.03,1732.33,38.14,38.31,0
287.93,296.8,1401.02,40.67,48.71,0
303.24,311.15,1155.02,42.51,25.62,0
292.54,301.35,1373.59,44.09,243.98,1
300.27,310.31,1558.33,36.2,31.9,0
299.4,307.83,1503.23,30.55,189.16,0
305.85,316.04,1354.12,47.63,79.44,0
299.11,307.18,1329.63,42.31,134.29,0
296.53,303.21,1457.45,34.27,218.18,0
297.47,309.11,1350.47,41.67,234.04,1
306.36,315.42,1562.48,46.41,60.06,1
302.68,311.01,1450.63,50.38,227.82,1
298.07,305.88,1424.75,41.5,63.01,1
298.82,309.66,1409.01,46.36,201.2,1
292.16,304.91,1531.57,32.74,3.81,0
301.94,311.14,1505.11,39.78,133.81,1
291.2,300.77,1524.23,37.99,181.45,1
303.76,315.9,1521.62,42.06,209.73,1
300.64,307.02,1491.34,49.67,210.28,1
311.93,325.87,1376.02,41.5,74.72,0
294.5,309.39,1412.35,34.37,213.29,0
299.49,304.07,1452.64,32.42,80.91,0
308.99,318.8,1747.82,49.87,58.44,1
305.96,314.52,1338.14,43.08,0.37,0
296.52,305.99,1449.72,42.69,58.93,0
301.12,310.28,1511.79,37.94,29.61,0
300.01,311.63,1463.6,41.61,168.73,0
301.41,311.18,1628.88,34.08,36.2,0
296.51,304.68,1462.98,42.32,146.35,0
299.55,309.21,1471.86,32.95,31.62,0
292.01,303.04,1597.76,37.84,176.1,1
300.68,308.31,1717.29,36.14,71.39,0
302.25,308.96,1668.9,20.46,77.17,0
298.86,312.85,1483.6,37.92,160.1,0
291.92,300.64,1494.06,34.61,234.74,1
304.94,314.67,1505.61,38.74,247.9,1
301.82,311.03,1517.64,40.01,89.32,0
296.37,307.47,1398.32,50.61,236.58,1
298.6,312.14,1612.39,41.83,153.08,1
292.5,303.66,1524.79,42.0,226.62,0
294.87,301.84,1494.62,42.97,6.96,0
297.31,304.54,1347.46,45.23,8.29,0
306.14,315.34,1507.47,42.73,18.64,0
296.8,306.27,1272.81,41.69,201.1,0
303.2,309.76,1430.2,44.27,34.49,0
297.31,308.95,1432.43,25.44,44.15,0
301.24,309.07,1534.44,52.53,146.35,1
299.29,312.28,1725.58,49.54,239.36,1
304.37,318.01,1568.63,41.3,141.78,1
297.33,306.83,1673.81,31.52,183.15,1
292.14,303.02,1577.43,47.26,46.93,0
293.09,300.63,1635.01,35.84,228.54,0
297.34,308.59,1722.86,43.2,13.97,0
293.75,302.76,1412.18,32.3,70.7,0
302.05,309.88,1404.35,53.36,113.43,0
297.67,307.09,1580.26,31.35,56.54,0
311.87,320.94,1499.56,40.41,165.94,1
291.31,300.66,1526.44,27.27,169.7,0
301.02,312.92,1470.16,39.75,52.96,0
294.36,302.79,1428.45,37.45,2.15,0
297.53,311.0,1694.49,46.82,18.58,0
300.71,308.06,1368.02,37.45,0.11,0
288.37,301.6,1582.37,46.83,226.35,1
301.18,309.15,1562.91,33.86,155.42,0
309.51,319.51,1310.52,38.31,34.61,0
297.73,306.75,1400.31,38.43,23.13,0
301.3,310.61,1420.48,42.97,204.4,1
305.12,316.73,1567.75,42.21,202.76,1
299.18,312.18,1455.96,44.33,231.84,1
297.1,309.48,1489.73,41.6,39.82,0
288.62,297.81,1325.08,43.97,130.57,0
303.2,313.57,1779.11,34.61,30.37,1
299.43,307.87,1508.54,42.33,198.91,1
294.94,302.95,1559.88,49.65,103.12,0
300.63,308.34,1435.12,29.92,173.96,0
297.08,306.21,1421.68,42.93,7.58,0
297.36,307.86,1729.52,44.06,194.48,1
303.03,309.21,1269.99,48.77,57.37,0
293.31,303.22,1533.44,44.36,210.7,0
305.24,318.27,1354.62,40.6,46.46,0
293.01,305.26,1451.4,42.58,197.52,1
296.69,305.52,1423.43,35.59,33.53,0
309.61,316.82,1381.68,37.67,165.85,1
305.64,316.56,1504.25,31.99,194.81,1
300.49,305.85,1191.84,48.92,96.56,0
295.3,307.52,1462.14,42.7,61.08,0
297.35,306.93,1489.17,34.5,86.13,0
300.37,314.03,1336.89,41.63,74.15,0
300.19,306.73,1681.59,46.96,158.27,1
299.55,311.38,1428.66,45.96,11.14,0
299.85,309.64,1471.5,34.43,10.36,0
298.93,308.27,1428.93,21.2,71.94,0
292.79,300.05,1490.21,42.37,69.24,0
297.42,308.61,1656.98,34.68,44.27,0
304.57,315.93,1796.76,43.73,179.2,1
293.16,306.73,1589.48,45.7,5.94,0
299.05,311.07,1630.56,46.68,231.06,1
295.9,304.71,1705.97,50.47,189.37,1
300.56,308.55,1529.86,47.42,100.74,1
298.06,305.32,1688.43,50.5,214.73,1
307.39,320.33,1595.09,48.27,154.54,1
302.53,310.98,1517.28,48.8,142.56,1
293.44,306.4,1542.04,39.75,78.25,0
303.36,314.41,1281.43,32.26,165.78,0
296.13,306.79,1535.05,54.89,34.92,0
297.12,306.5,1314.75,40.38,131.22,0
301.57,312.89,1304.97,47.37,29.03,0
297.54,307.51,1523.15,36.7,111.29,0
304.46,313.73,1366.31,45.78,154.07,0
296.13,307.52,1499.15,25.33,38.88,0
296.91,306.62,1516.61,37.54,55.53,0
296.72,305.12,1521.97,39.41,203.31,1
297.17,308.37,1391.51,42.78,63.93,0
305.5,315.37,1607.84,46.43,23.89,1
303.14,314.12,1489.29,33.44,82.67,0
308.55,317.64,1552.93,43.96,233.78,1
311.34,318.92,1356.43,47.36,173.45,1
294.85,308.32,1478.6,54.08,143.86,1
300.35,313.45,1631.68,44.24,210.1,1
294.12,305.89,1616.42,37.24,165.05,1
296.11,305.34,1404.32,32.37,202.79,0
296.85,306.25,1434.53,50.98,164.29,1
294.71,307.48,1381.36,44.42,216.06,1
294.74,304.03,1421.23,39.87,156.0,0
299.28,308.01,1332.11,30.28,66.22,0
293.92,307.66,1483.42,34.41,10.28,0
304.21,314.12,1575.98,43.79,26.33,0
295.41,308.95,1405.79,42.12,128.11,0
314.05,321.25,1489.13,28.32,242.94,1
297.74,308.78,1473.54,43.8,189.87,1
300.36,314.5,1626.61,30.59,193.86,1
293.52,303.58,1426.61,48.12,165.95,0
308.53,318.0,1430.97,41.25,225.87,1
305.6,313.26,1398.48,37.22,183.86,0
301.48,313.65,1363.5,45.94,64.59,0
293.27,301.73,1563.5,42.12,124.87,0
301.05,310.86,1483.79,47.95,101.09,0
294.39,301.92,1506.58,40.48,41.35,0
307.31,320.43,1652.96,40.83,55.59,0
304.05,316.36,1659.85,38.29,71.29,1
300.48,310.41,1302.45,41.58,43.41,0
287.82,295.51,1577.74,50.19,54.33,0
295.08,308.15,1527.08,36.98,229.1,1
303.44,312.71,1444.61,43.89,85.81,0
306.06,313.85,1539.32,34.72,206.88,1
305.55,312.02,1292.83,27.6,16.1,0
292.04,300.75,1675.52,41.24,245.45,1
301.51,308.6,1561.79,42.22,191.2,1
305.08,313.83,1396.18,39.34,226.68,1
291.71,303.2,1429.75,31.02,131.48,0
299.96,309.21,1295.62,41.83,158.63,1
301.37,312.08,1462.33,41.6,90.2,1
298.5,307.05,1442.07,34.67,108.01,0
290.74,300.87,1340.99,31.88,187.69,0
298.37,312.21,1593.2,38.49,12.49,0
298.36,307.67,1653.22,43.92,9.14,0
299.26,310.03,1496.72,42.5,218.73,1
297.18,304.05,1463.32,34.71,27.5,0
297.78,310.83,1552.2,40.82,180.26,1
299.8,308.85,1497.64,45.32,49.89,0
302.21,314.31,1370.14,32.96,91.55,0
298.48,308.23,1421.68,40.38,73.39,0
297.95,309.17,1464.43,48.04,122.58,1
300.46,311.8,1529.78,32.35,206.67,1
290.4,299.49,1501.12,46.93,218.88,1
302.39,314.57,1525.24,49.72,55.51,0
300.0,308.48,1317.02,38.67,84.41,0
300.2,311.75,1579.83,37.94,209.23,1
304.8,314.02,1500.41,46.2,22.41,0
290.24,300.94,1806.33,38.88,29.22,0
290.13,299.21,1453.48,25.88,119.9,0
301.37,311.47,1538.82,39.41,197.54,1
299.96,307.82,1839.51,42.82,83.99,1
300.85,311.35,1523.29,44.44,17.36,0
297.69,307.78,1491.88,34.72,241.97,1
303.32,312.24,1381.57,38.38,234.73,1
304.66,314.55,1683.39,45.86,162.98,1
302.42,312.69,1360.91,39.64,170.47,1
298.7,307.46,1551.25,30.83,233.42,1
289.46,299.2,1443.17,47.43,160.97,0
303.85,311.84,1477.28,38.72,197.1,1
306.11,320.8,1329.13,46.55,115.88,1
303.22,315.34,1661.18,31.63,57.0,0
295.6,306.15,1466.66,39.27,208.13,0
303.37,315.71,1354.19,43.06,171.1,0
304.3,310.34,1650.32,39.48,72.39,0
307.79,312.68,1439.5,32.9,155.82,1
295.62,304.82,1540.15,25.68,204.12,0
298.87,306.11,1600.97,49.14,67.59,1
303.74,313.26,1556.88,41.49,192.04,1
300.29,310.7,1236.4,47.0,18.09,0
294.41,306.25,1583.44,45.57,156.24,1
302.07,309.8,1487.93,43.58,249.73,1
302.89,313.69,1460.52,38.07,216.59,1
300.44,310.47,1486.91,42.94,218.91,1
301.1,311.79,1306.8,48.6,170.09,0
298.71,307.67,1523.06,40.5,115.3,1
307.39,320.16,1336.27,51.41,169.3,1
295.5,305.29,1465.7,31.0,80.3,0
297.06,310.61,1518.75,30.36,138.19,0
300.05,308.47,1628.88,45.93,134.92,1
304.39,315.88,1401.65,35.09,135.93,0
292.51,302.39,1674.19,52.26,103.0,1
293.45,302.79,1613.62,48.02,88.2,1
289.81,301.08,1448.47,49.53,82.59,0
300.16,309.57,1366.95,45.31,56.18,0
294.41,299.08,1326.74,34.47,109.64,0
298.08,301.95,1532.61,30.04,29.44,0
303.31,315.85,1411.53,48.97,225.39,1
296.79,309.25,1643.92,31.0,17.42,0
301.16,314.93,1418.46,49.51,209.35,1
298.5,308.47,1391.92,44.02,60.31,0
303.36,310.78,1528.04,39.54,213.3,1
